Timestamp,Topic,Message
2024-07-12 12:47:24,Motion,Not Detected
2024-07-12 12:47:33,Motion,Detected
2024-07-12 12:47:36,Motion,Not Detected
2024-07-12 12:47:42,Motion,Not Detected
2024-07-12 12:47:48,Motion,Not Detected
2024-07-12 12:47:51,Motion,Detected
2024-07-12 12:47:57,Motion,Not Detected
2024-07-12 12:48:00,Motion,Not Detected
2024-07-12 12:48:03,Motion,Not Detected
2024-07-12 12:48:06,Motion,Not Detected
2024-07-12 12:48:09,Motion,Not Detected
2024-07-12 12:48:12,Motion,Not Detected
2024-07-12 12:48:18,Motion,Not Detected
2024-07-12 12:48:21,Motion,Not Detected
2024-07-12 12:48:27,Motion,Detected
2024-07-12 12:48:33,Motion,Not Detected
2024-07-12 12:48:39,Motion,Detected
2024-07-12 12:48:42,Motion,Not Detected
2024-07-12 12:49:27,Motion,Not Detected
2024-07-12 12:49:30,Motion,Detected
2024-07-12 12:49:39,Motion,Not Detected
2024-07-12 12:49:42,Motion,Not Detected
2024-07-12 12:49:45,Motion,Detected
2024-07-12 12:49:48,Motion,Not Detected
2024-07-12 12:49:51,Motion,Not Detected
2024-07-12 12:50:00,Motion,Detected
2024-07-12 12:50:03,Motion,Not Detected
2024-07-12 12:50:06,Motion,Not Detected
2024-07-12 12:50:09,Motion,Not Detected
2024-07-12 12:50:15,Motion,Not Detected
2024-07-12 12:50:18,Motion,Not Detected
2024-07-12 12:50:24,Motion,Detected
2024-07-12 12:50:30,Motion,Not Detected
2024-07-12 12:50:36,Motion,Not Detected
2024-07-12 12:50:39,Motion,Detected
2024-07-12 12:50:48,Motion,Detected
2024-07-12 12:50:54,Motion,Not Detected
2024-07-12 12:50:57,Motion,Not Detected
2024-07-12 12:51:03,Motion,Detected
2024-07-12 12:51:12,Motion,Detected
2024-07-12 12:51:21,Motion,Not Detected
2024-07-12 12:51:24,Motion,Detected
2024-07-12 12:51:27,Motion,Not Detected
2024-07-12 12:51:30,Motion,Not Detected
2024-07-12 12:51:39,Motion,Detected
2024-07-12 12:51:42,Motion,Not Detected
2024-07-12 12:51:45,Motion,Not Detected
2024-07-12 12:51:54,Motion,Not Detected
