Timestamp,Topic,Message
2024-07-11 18:15:13,"Temperature,Humidity","30,67"
2024-07-11 18:15:14,"Temperature,Humidity","28,44"
2024-07-11 18:15:15,"Temperature,Humidity","23,48"
2024-07-11 18:15:16,"Temperature,Humidity","20,67"
2024-07-11 18:15:17,"Temperature,Humidity","26,58"
2024-07-11 18:15:18,"Temperature,Humidity","26,63"
2024-07-11 18:15:19,"Temperature,Humidity","25,60"
2024-07-11 18:15:20,"Temperature,Humidity","27,54"
2024-07-11 18:15:21,"Temperature,Humidity","24,40"
2024-07-11 18:15:22,"Temperature,Humidity","25,59"
2024-07-11 18:15:23,"Temperature,Humidity","24,60"
2024-07-11 18:15:24,"Temperature,Humidity","21,56"
2024-07-11 18:15:25,"Temperature,Humidity","24,57"
2024-07-11 18:15:26,"Temperature,Humidity","26,61"
2024-07-11 18:15:27,"Temperature,Humidity","27,62"
2024-07-11 18:15:28,"Temperature,Humidity","27,51"
2024-07-11 18:15:29,"Temperature,Humidity","27,62"
2024-07-11 18:15:30,"Temperature,Humidity","20,45"
2024-07-11 18:15:31,"Temperature,Humidity","25,57"
2024-07-11 18:15:32,"Temperature,Humidity","25,63"
2024-07-11 18:15:33,"Temperature,Humidity","21,65"
2024-07-11 18:15:34,"Temperature,Humidity","22,50"
2024-07-11 18:15:35,"Temperature,Humidity","28,47"
2024-07-11 18:15:36,"Temperature,Humidity","30,66"
2024-07-11 18:17:06,"Temperature,Humidity","21,44"
2024-07-11 18:17:07,"Temperature,Humidity","28,44"
2024-07-11 18:17:08,"Temperature,Humidity","29,45"
2024-07-11 18:17:09,"Temperature,Humidity","30,67"
2024-07-11 18:17:10,"Temperature,Humidity","28,51"
2024-07-11 18:17:11,"Temperature,Humidity","28,58"
2024-07-11 18:17:12,"Temperature,Humidity","29,52"
2024-07-11 18:17:13,"Temperature,Humidity","30,59"
2024-07-11 18:17:14,"Temperature,Humidity","22,45"
2024-07-11 18:17:15,"Temperature,Humidity","21,52"
2024-07-11 18:17:16,"Temperature,Humidity","29,70"
2024-07-11 18:17:17,"Temperature,Humidity","20,43"
2024-07-11 18:17:18,"Temperature,Humidity","20,57"
2024-07-11 18:17:19,"Temperature,Humidity","25,66"
2024-07-11 18:17:20,"Temperature,Humidity","23,50"
2024-07-11 18:17:21,"Temperature,Humidity","29,48"
2024-07-11 18:17:22,"Temperature,Humidity","20,43"
2024-07-11 18:17:23,"Temperature,Humidity","20,69"
2024-07-11 18:17:24,"Temperature,Humidity","27,49"
2024-07-11 18:17:25,"Temperature,Humidity","21,48"
2024-07-11 18:17:26,"Temperature,Humidity","25,49"
2024-07-11 18:17:27,"Temperature,Humidity","23,40"
